Well	Value	Measurement_mode	Measurement_wavelength	Strain	SM	Time	Time2	Expe	Media	Species	Kingdom	Phylum	Class	Order	Family	Genus
A6	0.0907	Absorbance	600	R568	Control	T0	0	Chamber	Soil_Wash	Acidovorax sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
A7	0.0872	Absorbance	600	R651	Control	T0	0	Chamber	Soil_Wash	Agrobacterium sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium
A8	0.0862	Absorbance	600	R651	Control	T0	0	Chamber	Soil_Wash	Agrobacterium sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium
A9	0.0869	Absorbance	600	R651	Control	T0	0	Chamber	Soil_Wash	Agrobacterium sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium
A10	0.0858	Absorbance	600	R147	Control	T0	0	Chamber	Soil_Wash	Bacillus sp.	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
A11	0.0863	Absorbance	600	R147	Control	T0	0	Chamber	Soil_Wash	Bacillus sp.	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
A12	0.0864	Absorbance	600	R147	Control	T0	0	Chamber	Soil_Wash	Bacillus sp.	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
B1	0.0852	Absorbance	600	BFSC	Control	T0	0	Chamber	Soil_Wash	BFSC	Bacteria Fungi	BFSC	BFSC	BFSC	BFSC	BFSC
B2	0.0864	Absorbance	600	BFSC	Control	T0	0	Chamber	Soil_Wash	BFSC	Bacteria Fungi	BFSC	BFSC	BFSC	BFSC	BFSC
B3	0.0847	Absorbance	600	BFSC	Control	T0	0	Chamber	Soil_Wash	BFSC	Bacteria Fungi	BFSC	BFSC	BFSC	BFSC	BFSC
B4	0.0857	Absorbance	600	BSC	Control	T0	0	Chamber	Soil_Wash	BSC	Bacteria	BSC	BSC	BSC	BSC	BSC
B5	0.0869	Absorbance	600	BSC	Control	T0	0	Chamber	Soil_Wash	BSC	Bacteria	BSC	BSC	BSC	BSC	BSC
B6	0.0862	Absorbance	600	BSC	Control	T0	0	Chamber	Soil_Wash	BSC	Bacteria	BSC	BSC	BSC	BSC	BSC
B7	0.0838	Absorbance	600	R16	Control	T0	0	Chamber	Soil_Wash	Burkholderia sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium
B8	0.084	Absorbance	600	R16	Control	T0	0	Chamber	Soil_Wash	Burkholderia sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium
B9	0.0845	Absorbance	600	R16	Control	T0	0	Chamber	Soil_Wash	Burkholderia sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium
B10	0.0904	Absorbance	600	F147	Control	T0	0	Chamber	Soil_Wash	Dactylonectria macrodidyma	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Ilyonectria
B11	0.0906	Absorbance	600	F147	Control	T0	0	Chamber	Soil_Wash	Dactylonectria macrodidyma	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Ilyonectria
B12	0.087	Absorbance	600	F147	Control	T0	0	Chamber	Soil_Wash	Dactylonectria macrodidyma	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Ilyonectria
C1	0.0841	Absorbance	600	F243	Control	T0	0	Chamber	Soil_Wash	Dendryphion nanum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dendryphion
C2	0.0864	Absorbance	600	F243	Control	T0	0	Chamber	Soil_Wash	Dendryphion nanum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dendryphion
C3	0.084	Absorbance	600	F243	Control	T0	0	Chamber	Soil_Wash	Dendryphion nanum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dendryphion
C4	0.0847	Absorbance	600	R420	Control	T0	0	Chamber	Soil_Wash	Flavobacterium sp.	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
C5	0.0845	Absorbance	600	R420	Control	T0	0	Chamber	Soil_Wash	Flavobacterium sp.	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
C6	0.0842	Absorbance	600	R420	Control	T0	0	Chamber	Soil_Wash	Flavobacterium sp.	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
C7	0.0841	Absorbance	600	FSC	Control	T0	0	Chamber	Soil_Wash	FSC	Fungi	FSC	FSC	FSC	FSC	FSC
C8	0.0846	Absorbance	600	FSC	Control	T0	0	Chamber	Soil_Wash	FSC	Fungi	FSC	FSC	FSC	FSC	FSC
C9	0.0844	Absorbance	600	FSC	Control	T0	0	Chamber	Soil_Wash	FSC	Fungi	FSC	FSC	FSC	FSC	FSC
C10	0.085	Absorbance	600	F212	Control	T0	0	Chamber	Soil_Wash	Fusarium oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
C11	0.0864	Absorbance	600	F212	Control	T0	0	Chamber	Soil_Wash	Fusarium oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
C12	0.0847	Absorbance	600	F212	Control	T0	0	Chamber	Soil_Wash	Fusarium oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
D1	0.0871	Absorbance	600	R695	Control	T0	0	Chamber	Soil_Wash	Mesorhizobium sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
D2	0.0872	Absorbance	600	R695	Control	T0	0	Chamber	Soil_Wash	Mesorhizobium sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
D3	0.0866	Absorbance	600	R695	Control	T0	0	Chamber	Soil_Wash	Mesorhizobium sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
D4	0.0817	Absorbance	600	Mg	Control	T0	0	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D5	0.0821	Absorbance	600	Mg	Control	T0	0	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D6	0.0821	Absorbance	600	Mg	Control	T0	0	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D7	0.0825	Absorbance	600	Mg	Control	T0	0	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D8	0.0815	Absorbance	600	Mg	Control	T0	0	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D9	0.082	Absorbance	600	Mg	Control	T0	0	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D10	0.0841	Absorbance	600	F16	Control	T0	0	Chamber	Soil_Wash	Plectosphaerella cucumerina	Fungi	Ascomycota	Sordariomycetes	Hypocreomycetidae	Plectosphaerellaceae	Plectosphaerella
D11	0.0853	Absorbance	600	F16	Control	T0	0	Chamber	Soil_Wash	Plectosphaerella cucumerina	Fungi	Ascomycota	Sordariomycetes	Hypocreomycetidae	Plectosphaerellaceae	Plectosphaerella
D12	0.0885	Absorbance	600	F16	Control	T0	0	Chamber	Soil_Wash	Plectosphaerella cucumerina	Fungi	Ascomycota	Sordariomycetes	Hypocreomycetidae	Plectosphaerellaceae	Plectosphaerella
E1	0.0823	Absorbance	600	R09	Control	T0	0	Chamber	Soil_Wash	Pseudomonas sp. 1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E2	0.083	Absorbance	600	R09	Control	T0	0	Chamber	Soil_Wash	Pseudomonas sp. 1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E3	0.0841	Absorbance	600	R09	Control	T0	0	Chamber	Soil_Wash	Pseudomonas sp. 1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E4	0.0851	Absorbance	600	R329	Control	T0	0	Chamber	Soil_Wash	Pseudomonas sp. 2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E5	0.0867	Absorbance	600	R329	Control	T0	0	Chamber	Soil_Wash	Pseudomonas sp. 2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E6	0.0863	Absorbance	600	R329	Control	T0	0	Chamber	Soil_Wash	Pseudomonas sp. 2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E7	0.084	Absorbance	600	R431	Control	T0	0	Chamber	Soil_Wash	Streptomyces sp.	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
E8	0.0839	Absorbance	600	R431	Control	T0	0	Chamber	Soil_Wash	Streptomyces sp.	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
E9	0.0836	Absorbance	600	R431	Control	T0	0	Chamber	Soil_Wash	Streptomyces sp.	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
E10	0.0864	Absorbance	600	R318	Control	T0	0	Chamber	Soil_Wash	Variovorax sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
E11	0.0873	Absorbance	600	R318	Control	T0	0	Chamber	Soil_Wash	Variovorax sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
E12	0.0864	Absorbance	600	R318	Control	T0	0	Chamber	Soil_Wash	Variovorax sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
